FISCAL_YEAR,ATS SYSTEM CODE,LOCATION_CODE,LOCATION_NAME,BEDS NUMBER,MANAGED_BY_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_TEXT,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,SCHOOL_SUPPORT_TEAM_LEADER_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,Location 1
2013,22K251      ,K251,P.S. 251 Paerdegat,332200010251,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1952 12:00:00 AM,Open,K251,1037 EAST  54 STREET,NY,1005374,169522,318,46,72200,3077580001,BK58,Flatlands                                                                  ,STEVEN BOYER,PRINCIPAL,718-251-4110,718-241-3200,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1037 EAST 54 STREET
BROOKLYN, NY 11234
(40.63195, -73.923894)"
2013,22K254      ,K254,P.S. 254 Dag Hammarskjold,332200010254,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1938 12:00:00 AM,Open,K254,1801 AVENUE Y,NY,997706,154635,315,48,59200,3074200026,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,LINDA ALHONOTE,PRINCIPAL,718-743-0890,718-332-4477,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1801 AVENUE Y
BROOKLYN, NY 11235
(40.591103, -73.95155)"
2013,22K255      ,K255,P.S. 255 Barbara Reing School,332200010255,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1953 12:00:00 AM,Open,K255,1866 EAST  17 STREET,NY,996498,159501,315,48,55800,3068210123,BK44,Madison                                                                    ,Linda L. Singer,PRINCIPAL,718-376-8494,718-627-0626,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1866 EAST 17 STREET
BROOKLYN, NY 11229
(40.604461, -73.955891)"
2013,22K269      ,K269,P.S. 269 Nostrand,332200010269,DOE,General Academic,Elementary,"03,04,05,SE","03,04,05",07/01/1952 12:00:00 AM,Open,K269,1957 NOSTRAND AVENUE,NY,998773,171585,317,45,78800,3049940023,BK42,Flatbush                                                                   ,Jazmine Santiago,PRINCIPAL,718-941-2800,718-940-3098,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1957 NOSTRAND AVENUE
BROOKLYN, NY 11210
(40.637625, -73.947672)"
2013,22K277      ,K277,P.S. 277 Gerritsen Beach,332200010277,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1953 12:00:00 AM,Open,K277,2529 GERRITSEN AVENUE,NY,1004287,156350,318,46,66600,3085900650,BK99,park-cemetery-etc-Brooklyn                                                 ,JEANNE FISH,PRINCIPAL,718-743-6689,718-368-0920,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2529 GERRITSEN AVENUE
BROOKLYN, NY 11229
(40.595798, -73.92785)"
2013,22K278      ,K278,J.H.S. 278 Marine Park,332200010278,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1957 12:00:00 AM,Open,K278,1925 STUART STREET,NY,1001265,160336,315,46,66600,3084960100,BK99,park-cemetery-etc-Brooklyn                                                 ,DEBRA GAROFALO,PRINCIPAL,718-375-3523,718-998-7324,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1925 STUART STREET
BROOKLYN, NY 11229
(40.606745, -73.938721)"
2013,22K312      ,K312,P.S. 312 Bergen Beach,332200010312,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1966 12:00:00 AM,Open,K312,7103 AVENUE T,NY,1009358,166062,318,46,69602,3083930001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,Diane Denning,PRINCIPAL,718-763-4015,718-531-2796,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7103 AVENUE T
BROOKLYN, NY 11234
(40.622442, -73.909554)"
2013,22K315      ,K315,P.S. K315,332200010315,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",04/23/1999 12:00:00 AM,Open,K152,2310 GLENWOOD ROAD,NY,996943,169760,314,45,77200,3075510026,BK42,Flatbush                                                                   ,Judith Ranft,PRINCIPAL,718-421-9560,718-421-9561,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2310 GLENWOOD ROAD
BROOKLYN, NY 11210
(40.632619, -73.954269)"
2013,22K326      ,K326,P.S. 326,332200010326,DOE,General Academic,Early Childhood,"PK,0K,01,02,SE","PK,0K,01,02",07/01/2000 12:00:00 AM,Open,K852,1800 UTICA AVENUE,NY,1004166,168234,318,45,72800,3077750001,BK58,Flatlands                                                                  ,Colleen M. Ducey,PRINCIPAL,718-241-4828,718-763-5567,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1800 UTICA AVENUE
BROOKLYN, NY 11234
(40.628417, -73.92825)"
2013,22K361      ,K361,P.S. 361 East Flatbush Early Childhood School,332200010361,DOE,General Academic,Early Childhood,"PK,0K,01,02,SE","PK,0K,01,02",07/01/1999 12:00:00 AM,Open,K864,3109 NEWKIRK AVENUE,NY,998952,172651,317,45,83000,3049650001,BK91,East Flatbush-Farragut                                                     ,Dianne S. Martin,PRINCIPAL,718-856-0600,718-856-0300,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3109 NEWKIRK AVENUE
BROOKLYN, NY 11226
(40.640551, -73.947025)"
2013,22K381      ,K381,I. S. 381,332200010381,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1999 12:00:00 AM,Open,K197,1599 EAST  22 STREET,NY,997744,162372,314,48,54600,3067690018,BK43,Midwood                                                                    ,MARY HARRINGTON,PRINCIPAL,718-252-0058,718-252-0035,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1599 EAST 22 STREET
BROOKLYN, NY 11210
(40.612339, -73.951398)"
2013,22K405      ,K405,Midwood High School,332200011405,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/1940 12:00:00 AM,Open,K405,2839 BEDFORD AVENUE,NY,997474,169837,314,45,77200,3075530041,BK42,Flatbush                                                                   ,DAVID COHEN,PRINCIPAL,718-724-8500,718-724-8515,22,NULL,COMMUNITY SCHOOL DISTRICT 22,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","2839 BEDFORD AVENUE
BROOKLYN, NY 11210
(40.632829, -73.952356)"
2013,22K425      ,K425,James Madison High School,332200011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/1925 12:00:00 AM,Open,K425,3787 BEDFORD AVENUE,NY,998782,161702,315,48,64200,3067880001,BK44,Madison                                                                    ,Joseph A. Gogliormella,PRINCIPAL,718-758-7200,718-758-7341,22,NULL,COMMUNITY SCHOOL DISTRICT 22,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","3787 BEDFORD AVENUE
BROOKLYN, NY 11229
(40.610499, -73.947661)"
2013,22K495      ,K495,Sheepshead Bay High School,332200011495,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/1959 12:00:00 AM,Open,K495,3000 AVENUE X,NY,1001848,155386,315,48,62600,3074250002,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,John Omahoney,PRINCIPAL,718-332-2003,718-648-9349,22,NULL,COMMUNITY SCHOOL DISTRICT 22,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","3000 AVENUE X
BROOKLYN, NY 11235
(40.593157, -73.936635)"
2013,22K535      ,K535,Leon M. Goldstein High School for the Sciences,332200011535,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2002 12:00:00 AM,Open,K535,1830 SHORE BOULEVARD,NY,1002459,149994,315,48,61600,3087600060,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,Scott Hughes,PRINCIPAL,718-368-8500,718-368-8555,22,NULL,COMMUNITY SCHOOL DISTRICT 22,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","1830 SHORE BOULEVARD
BROOKLYN, NY 11235
(40.578356, -73.934449)"
2013,22K555      ,K555,Brooklyn College Academy,332200011555,DOE,General Academic,Secondary School,"07,08,09,10,11,12,SE","07,08,09,10,11,12",07/01/1999 12:00:00 AM,Open,K917,350 CONEY ISLAND AVENUE,NY,991933,175746,307,39,50400,3053220069,BK40,Windsor Terrace                                                            ,NICHOLAS MAZZARELLA,PRINCIPAL,718-853-6184,718-853-6356,15,NULL,COMMUNITY SCHOOL DISTRICT 22,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","350 CONEY ISLAND AVENUE
BROOKLYN, NY 11218
(40.649055, -73.972312)"
2013,23K041      ,K041,P.S. 041 Francis White,332300010041,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",07/01/1965 12:00:00 AM,Open,K041,411 THATFORD AVENUE,NY,1010073,179912,316,42,91800,3036040001,BK81,Brownsville                                                                ,Theresa Siegel,PRINCIPAL,718-495-7732,718-346-2141,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"411 THATFORD AVENUE
BROOKLYN, NY 11212
(40.660455, -73.906925)"
2013,23K073      ,K073,P.S. 073 Thomas S. Boyland,332300010073,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1889 12:00:00 AM,Open,K073,251 MCDOUGAL STREET,NY,1009013,187279,316,37,36900,3015280001,BK79,Ocean Hill                                                                 ,Kenya Stowe,PRINCIPAL,718-573-0288,718-455-1835,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"251 MCDOUGAL STREET
BROOKLYN, NY 11233
(40.680679, -73.910719)"
2013,23K137      ,K137,P.S./I.S. 137 Rachel Jean Mitchell,332300010137,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1902 12:00:00 AM,Open,K137,121 SARATOGA AVENUE,NY,1007370,187849,316,41,37300,3015100001,BK79,Ocean Hill                                                                 ,Zina Cooper,PRINCIPAL,718-453-2926,718-453-5363,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"121 SARATOGA AVENUE
BROOKLYN, NY 11233
(40.682248, -73.916641)"
2013,23K150      ,K150,P.S. 150 Christopher,332300010150,DOE,General Academic,K-8,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,SE",07/01/1907 12:00:00 AM,Open,K150,364 SACKMAN STREET,NY,1010565,182941,316,41,90800,3037440009,BK81,Brownsville                                                                ,Pamela Bradley Muchere,PRINCIPAL,718-495-7746,718-922-3785,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"364 SACKMAN STREET
BROOKLYN, NY 11212
(40.668768, -73.90514)"
2013,23K155      ,K155,P.S./ I.S. 155 Nicholas Herkimer,332300010155,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1908 12:00:00 AM,Open,K155,1355 HERKIMER STREET,NY,1009579,186170,316,37,36900,3015520043,BK79,Ocean Hill                                                                 ,NELLY CORTES,PRINCIPAL,718-495-7751,718-345-9064,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1355 HERKIMER STREET
BROOKLYN, NY 11233
(40.677634, -73.908682)"
2013,23K156      ,K156,P.S. 156 Waverly,332300010156,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1999 12:00:00 AM,Open,K356,104 SUTTER AVENUE,NY,1007032,181766,316,41,90000,3035350016,BK81,Brownsville                                                                ,BEVERLY LOGAN,PRINCIPAL,718-498-2811,718-346-2804,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"104 SUTTER AVENUE
BROOKLYN, NY 11212
(40.665553, -73.91788)"
2013,23K165      ,K165,P.S. 165 Ida Posner,332300010165,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1912 12:00:00 AM,Open,K165,76 LOTT AVENUE,NY,1008961,178674,316,42,89600,3036220023,BK81,Brownsville                                                                ,Fran Ellers,PRINCIPAL,718-495-7759,718-345-8255,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"76 LOTT AVENUE
BROOKLYN, NY 11212
(40.657061, -73.910938)"
2013,23K178      ,K178,P.S. 178 Saint Clair Mckelway,332300010178,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1915 12:00:00 AM,Open,K178,2163 DEAN STREET,NY,1007734,185347,316,41,30300,3014400056,BK79,Ocean Hill                                                                 ,JOSEPH FRANTZ HENRY,PRINCIPAL,718-495-7768,718-495-2304,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2163 DEAN STREET
BROOKLYN, NY 11233
(40.67538, -73.915337)"
2013,23K184      ,K184,P.S. 184 Newport,332300010184,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08,SE",07/01/1923 12:00:00 AM,Open,K184,273 NEWPORT STREET,NY,1010606,179887,316,42,91800,3036060001,BK81,Brownsville                                                                ,LAMSON LAM,PRINCIPAL,718-495-7775,718-385-4655,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"273 NEWPORT STREET
BROOKLYN, NY 11212
(40.660385, -73.905004)"
2013,23K284      ,K284,P.S. 284 Lew Wallace,332300010284,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1906 12:00:00 AM,Open,K284,213 OSBORN STREET,NY,1009874,182275,316,41,91200,3035440135,BK81,Brownsville                                                                ,Keva Pitts,I.A. PRINCIPAL,718-495-7791,718-495-7839,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"213 OSBORN STREET
BROOKLYN, NY 11212
(40.666942, -73.907634)"
2013,23K298      ,K298,P.S. 298 Dr. Betty Shabazz,332300010298,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,07,08,SE","0K,01,02,03,04,05",07/01/1960 12:00:00 AM,Open,K298,85 WATKINS STREET,NY,1009849,183759,316,37,90600,3035070007,BK81,Brownsville                                                                ,Jonathan Dill,PRINCIPAL,718-495-7793,718-566-8770,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"85 WATKINS STREET
BROOKLYN, NY 11212
(40.671015, -73.907718)"
2013,23K323      ,K323,P.S./I.S. 323,332300010323,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/2000 12:00:00 AM,Open,K263,210 CHESTER STREET,NY,1008863,181999,316,41,92400,3035420001,BK81,Brownsville                                                                ,LINDA HARRIS,PRINCIPAL,718-495-7781,718-346-4614,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"210 CHESTER STREET
BROOKLYN, NY 11212
(40.666187, -73.911279)"
2013,23K327      ,K327,P.S. 327 Dr. Rose B. English,332300010327,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1967 12:00:00 AM,Open,K327,111 BRISTOL STREET,NY,1008721,182744,316,41,92400,3035200008,BK81,Brownsville                                                                ,STEPHEN APPEA,PRINCIPAL,718-495-7801,718-495-7828,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"111 BRISTOL STREET
BROOKLYN, NY 11212
(40.668232, -73.911788)"
2013,23K332      ,K332,P.S. 332 Charles H. Houston,332300010332,DOE,General Academic,K-8,"03,04,05,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1967 12:00:00 AM,Open,K332,51 CHRISTOPHER AVENUE,NY,1010320,184197,316,37,90800,3036930001,BK81,Brownsville                                                                ,Mickisha Goss,PRINCIPAL,718-495-7805,718-495-7708,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"51 CHRISTOPHER AVENUE
BROOKLYN, NY 11212
(40.672216, -73.906018)"
2013,23K363      ,K363,Brownsville Collaborative Middle School,332300010363,DOE,General Academic,Junior High-Intermediate-Middle,"06,SE","06,07,08",07/01/2012 12:00:00 AM,Open,K298,85 WATKINS STREET,NY,1009849,183759,316,37,90600,3035070007,BK81,Brownsville                                                                ,Stacey Walsh,I.A. PRINCIPAL,718-495-1202,718-495-1208,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"85 WATKINS STREET
BROOKLYN, NY 11212
(40.671015, -73.907718)"
2013,23K392      ,K392,I.S. 392,332300010392,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",07/01/2001 12:00:00 AM,Open,K356,104 SUTTER AVENUE,NY,1007032,181766,316,41,90000,3035350016,BK81,Brownsville                                                                ,SHIRLEY WHEELER MASSEY,PRINCIPAL,718-498-2491,718-346-2804,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"104 SUTTER AVENUE
BROOKLYN, NY 11212
(40.665553, -73.91788)"
2013,23K401      ,K401,Christopher Avenue Community School,332300010401,DOE,General Academic,Elementary,"PK,0K,01,02,03,SE","PK,0K,01,02,03,04,05",07/01/2011 12:00:00 AM,Open,K332,51 CHRISTOPHER AVENUE,NY,1010320,184197,316,37,90800,3036930001,BK81,Brownsville                                                                ,Deon Mitchell,PRINCIPAL,718-495-5761,718-495-5764,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"51 CHRISTOPHER AVENUE
BROOKLYN, NY 11212
(40.672216, -73.906018)"
2013,23K446      ,K446,Riverdale Avenue Community School,332300010446,DOE,General Academic,Elementary,"PK,0K,01,02,SE","PK,0K,01,02,03,04,05",07/01/2012 12:00:00 AM,Open,K183,76 RIVERDALE AVENUE,NY,1008247,179605,316,42,89600,3035970011,BK81,Brownsville                                                                ,Meghan K. Dunn,I.A. PRINCIPAL,718-485-1679,718-485-1768,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"76 RIVERDALE AVENUE
BROOKLYN, NY 11212
(40.659618, -73.913508)"
2013,23K493      ,K493,Brooklyn Collegiate: A College Board School,332300011493,DOE,General Academic,Secondary School,"07,08,09,10,11,12,SE","09,10,11,12",09/08/2004 12:00:00 AM,Open,K055,2021 BERGEN STREET,NY,1008470,185011,316,41,36501,3014480001,BK79,Ocean Hill                                                                 ,AMOTE SIAS,PRINCIPAL,718-922-1145,718-922-2347,23,NULL,COMMUNITY SCHOOL DISTRICT 23,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","2021 BERGEN STREET
BROOKLYN, NY 11233
(40.674456, -73.912685)"
2013,23K514      ,K514,Frederick Douglass Academy VII High School,332300010514,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",09/08/2004 12:00:00 AM,Open,K175,226 BRISTOL STREET,NY,1008635,181773,316,41,92400,3035410001,BK81,Brownsville                                                                ,Jessica Endlich,I.A. PRINCIPAL,718-485-3789,718-922-2761,23,NULL,COMMUNITY SCHOOL DISTRICT 23,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","226 BRISTOL STREET
BROOKLYN, NY 11212
(40.665568, -73.912102)"
2013,23K518      ,K518,Kappa V,332300010518,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",09/08/2004 12:00:00 AM,Open,K275,985 ROCKAWAY AVENUE,NY,1010148,178159,316,42,92200,3036360007,BK81,Brownsville                                                                ,THOMAS MULLIN,I.A. PRINCIPAL,718-922-4690,NULL,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"985 ROCKAWAY AVENUE
BROOKLYN, NY 11212
(40.655644, -73.906662)"
2013,23K522      ,K522,Mott Hall IV,332300010522,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",09/08/2004 12:00:00 AM,Open,K271,1137 HERKIMER STREET,NY,1007797,186347,316,41,30100,3015500001,BK79,Ocean Hill                                                                 ,THOMAS MCBRYDE JR,I.A. PRINCIPAL,718-485-5240,NULL,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1137 HERKIMER STREET
BROOKLYN, NY 11233
(40.678124, -73.915106)"
2013,23K631      ,K631,General D. Chappie James Elementary School of Scie,332300010631,DOE,General Academic,Elementary,"03,04,05,SE",,07/01/2008 12:00:00 AM,Open,K183,76 RIVERDALE AVENUE,NY,1008247,179605,316,42,89600,3035970011,BK81,Brownsville                                                                ,Karen Valbrun Cohen,I.A. PRINCIPAL,718-495-0952,718-495-1134,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"76 RIVERDALE AVENUE
BROOKLYN, NY 11212
(40.659618, -73.913508)"
2013,23K634      ,K634,General D. Chappie James Middle School of Science,332300010634,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2008 12:00:00 AM,Open,K183,76 RIVERDALE AVENUE,NY,1008247,179605,316,42,89600,3035970011,BK81,Brownsville                                                                ,Drew Goodman,I.A. PRINCIPAL,718-498-5276,718-498-5361,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"76 RIVERDALE AVENUE
BROOKLYN, NY 11212
(40.659618, -73.913508)"
2013,23K643      ,K643,Brooklyn Democracy Academy,332300011643,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",07/01/2008 12:00:00 AM,Open,K275,985 ROCKAWAY AVENUE,NY,1010148,178159,316,42,92200,3036360007,BK81,Brownsville                                                                ,ANDREW BROWN,Acting Principal,718-342-6348,718-342-6708,23,NULL,COMMUNITY SCHOOL DISTRICT 23,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","985 ROCKAWAY AVENUE
BROOKLYN, NY 11212
(40.655644, -73.906662)"
2013,23K644      ,K644,Eagle Academy for Young Men II,332300011644,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,10,SE","06,07,08,09,10,11,12",07/01/2008 12:00:00 AM,Open,K271,1137 HERKIMER STREET,NY,1007797,186347,316,41,30100,3015500001,BK79,Ocean Hill                                                                 ,RASHAD MEADE,PRINCIPAL,718-495-0863,718-732-2129,23,NULL,COMMUNITY SCHOOL DISTRICT 23,"CUMBERBATCH, AINSLIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1137 HERKIMER STREET
BROOKLYN, NY 11233
(40.678124, -73.915106)"
